2147483487	1111111111111111111111101011110
2147483486	1111111111111111111111101011101
2147483485	1111111111111111111111101011100
2147483484	1111111111111111111111101011011
2147483483	1111111111111111111111101011010
2147483482	1111111111111111111111101011001
2147483481	1111111111111111111111101011000
2147483480	1111111111111111111111101010111
2147483479	1111111111111111111111101010110
2147483478	1111111111111111111111101010101
2147483477	1111111111111111111111101010100
2147483476	1111111111111111111111101010011
2147483475	1111111111111111111111101010010
2147483474	1111111111111111111111101010001
2147483473	1111111111111111111111101010000
2147483472	1111111111111111111111101001111
2147483471	1111111111111111111111101001110
2147483470	1111111111111111111111101001101
2147483469	1111111111111111111111101001100
2147483468	1111111111111111111111101001011
2147483467	1111111111111111111111101001010
2147483466	1111111111111111111111101001001
2147483465	1111111111111111111111101001000
2147483464	1111111111111111111111101000111
2147483463	1111111111111111111111101000110
2147483462	1111111111111111111111101000101
2147483461	1111111111111111111111101000100
2147483460	1111111111111111111111101000011
2147483459	1111111111111111111111101000010
2147483458	1111111111111111111111101000001
2147483457	1111111111111111111111101000000
2147483456	1111111111111111111111100111111
2147483455	1111111111111111111111100111110
2147483454	1111111111111111111111100111101
2147483453	1111111111111111111111100111100
2147483452	1111111111111111111111100111011
2147483451	1111111111111111111111100111010
2147483450	1111111111111111111111100111001
2147483449	1111111111111111111111100111000
